Method,IoU30,IoU50,IoU75
BAS WSOL,99.3614083534691,90.73179150845702,43.40697273041077,
BESTIE Best masks, 35.64030279565782, 16.083379953168222, 1.5215642353257242,
BESTIE All masks, 30.79646551863054, 19.55289739687635, 1.9969011097400673
BESTIE Combined masks, 93.9051064669573, 66.07501541376111,	10.784560450982712
